,URL,contributor,excerpt
45,https://github.com/cgre-aachen/gempy,Allen Mao,"The AR Sandbox is based on a container filled with sand, the surface of which can be shaped as required. The topography of the sand surface is continuously scanned by a 3D sensor and a camera. In the computer the scanned surface is now blended with a digital geological 3D model (or other data) in real time and an image is calculated, which is projected onto the sand surface by means of a beamer. This results in an interactive model with which the user can interact in an intuitive way and which visualizes and comprehend complex three-dimensional facts in an accessible way."
46,https://github.com/cgre-aachen/gempy,Allen Mao,"In addition to applications in teaching and research, this development offers great potential as an interactive exhibit with high outreach for the geosciences thanks to its intuitive operation. The finished sandbox can be used in numerous lectures and public events , but is mainly used as an interface to GemPy software and for rapid prototyping of implicit geological models."
47,https://github.com/cgre-aachen/gempy,Allen Mao,Remote Geomod: From GoogleEarth to 3-D Geology
48,https://github.com/cgre-aachen/gempy,Allen Mao,"We support this effort here with a full 3-D geomodeling exercise on the basis of the excellent possibilities offered by open global data sets, implemented in GoogleEarth, and dedicated geoscientific open-source software and motivate the use of 3-D geomodeling to address specific geological questions. Initial steps include the selection of relevant geological surfaces in GoogleEarth and the analysis of determined orientation values for a selected region This information is subsequently used to construct a full 3-D geological model with a state-of-the-art interpolation algorithm. Fi- nally, the generated model is intersected with a digital elevation model to obtain a geological map, which can then be reimported into GoogleEarth."
49,https://github.com/cgre-aachen/gempy,Allen Mao,New in GemPy 2.0: Docker image
50,https://github.com/cgre-aachen/gempy,Allen Mao,Finally e also provide precompiled Docker images hosted on Docker Hub with all necessary dependencies to get GemPy up and running (except vtk).
51,https://github.com/cgre-aachen/gempy,Allen Mao,"ocker is an operating-system-level-visualization software, meaning that we can package a tiny operating system with pre-installed software into a Docker image. This Docker image can then be shared with and run by others, enabling them to use intricate dependencies with just a few commands. For this to work the user needs to have a working Docker installation."
52,https://github.com/d3/d3,Allen Mao,"D3 (or D3.js) is a JavaScript library for visualizing data using web standards. D3 helps you bring data to life using SVG, Canvas and HTML. D3 combines powerful visualization and interaction techniques with a data-driven approach to DOM manipulation, giving you the full capabilities of modern browsers and the freedom to design the right visual interface for your data."
53,https://github.com/driftingtides/hyvr,Allen Mao,Introduction
54,https://github.com/driftingtides/hyvr,Allen Mao,HyVR: Turning your geofantasy into reality!
55,https://github.com/driftingtides/hyvr,Allen Mao,"The Hydrogeological Virtual Reality simulation package (HyVR) is a Python module that helps researchers and practitioners generate subsurface models with multiple scales of heterogeneity that are based on geological concepts. The simulation outputs can then be used to explore groundwater flow and solute transport behaviour. This is facilitated by HyVR outputs in common flow simulation packages' input formats. As each site is unique, HyVR has been designed that users can take the code and extend it to suit their particular simulation needs."
56,https://github.com/driftingtides/hyvr,Allen Mao,"The original motivation for HyVR was the lack of tools for modelling sedimentary deposits that include bedding structure model outputs (i.e., dip and azimuth). Such bedding parameters were required to approximate full hydraulic-conductivity tensors for groundwater flow modelling. HyVR is able to simulate these bedding parameters and generate spatially distributed parameter fields, including full hydraulic-conductivity tensors. More information about HyVR is available in the online technical documentation."
57,https://github.com/driftingtides/hyvr,Allen Mao,I hope you enjoy using HyVR much more than I enjoyed putting it together! I look forward to seeing what kind of funky fields you created in the course of your work.
58,https://github.com/driving-behavior/DBNet,Allen Mao,"This work is based on our research paper, which appears in CVPR 2018. We propose a large-scale dataset for driving behavior learning, namely, DBNet. You can also check our dataset webpage for a deeper introduction."
59,https://github.com/driving-behavior/DBNet,Allen Mao,"In this repository, we release demo code and partial prepared data for training with only images, as well as leveraging feature maps or point clouds. The prepared data are accessible here. (More demo models and scripts are released soon!)"
60,https://github.com/driving-behavior/DBNet,Allen Mao,"This baseline is run on dbnet-2018 challenge data and only nvidia_pn is tested. To measure difficult architectures comprehensively, several metrics are set, including accuracy under different thresholds, area under curve (AUC), max error (ME), mean error (AE) and mean of max errors (AME)."
61,https://github.com/driving-behavior/DBNet,Allen Mao,The implementations of these metrics could be found in evaluate.py.
62,https://github.com/empymod/empymod,Allen Mao,"The electromagnetic modeller empymod can model electric or magnetic responses due to a three-dimensional electric or magnetic source in a layered-earth model with vertical transverse isotropic (VTI) resistivity, VTI electric permittivity, and VTI magnetic permeability, from very low frequencies (DC) to very high frequencies (GPR). The calculation is carried out in the wavenumber-frequency domain, and various Hankel- and Fourier-transform methods are included to transform the responses into the space-frequency and space-time domains."
63,https://github.com/empymod/empymod,Allen Mao,"Calculates the complete (diffusion and wave phenomena) 3D electromagnetic field in a layered-earth model including vertical transverse isotropic (VTI) resistivity, VTI electric permittivity, and VTI magnetic permeability, for electric and magnetic sources as well as electric and magnetic receivers."
64,https://github.com/empymod/empymod,Allen Mao,Modelling routines:
65,https://github.com/empymod/empymod,Allen Mao,"bipole: arbitrary oriented, finite length bipoles with given source strength; space-frequency and space-time domains."
66,https://github.com/empymod/empymod,Allen Mao,"dipole: infinitesimal small dipoles oriented along the principal axes, normalized field; space-frequency and space-time domains."
67,https://github.com/empymod/empymod,Allen Mao,"wavenumber: as dipole, but returns the wavenumber-frequency domain response."
68,https://github.com/empymod/empymod,Allen Mao,"gpr: calculates the ground-penetrating radar response for given central frequency, using a Ricker wavelet (experimental)."
69,https://github.com/empymod/empymod,Allen Mao,"analytical: interface to the analytical, space-frequency and space-time domain solutions."
70,https://github.com/empymod/empymod,Allen Mao,Hankel transforms (wavenumber-frequency to space-frequency transform):
71,https://github.com/empymod/empymod,Allen Mao,Digital Linear Filters DLF (using included filters or providing own ones)
72,https://github.com/empymod/empymod,Allen Mao,Quadrature with extrapolation QWE
73,https://github.com/empymod/empymod,Allen Mao,Adaptive quadrature QUAD
74,https://github.com/empymod/empymod,Allen Mao,Fourier transforms (space-frequency to space-time transform): - Digital Linear Filters DLF (using included filters or providing own ones) - Quadrature with extrapolation QWE - Logarithmic Fast Fourier Transform FFTLog - Fast Fourier Transform FFT
75,https://github.com/empymod/empymod,Allen Mao,"Analytical, space-frequency and space-time domain solutions:"
76,https://github.com/empymod/empymod,Allen Mao,Complete full-space (electric and magnetic sources and receivers); space-frequency domain
77,https://github.com/empymod/empymod,Allen Mao,Diffusive half-space (electric sources and receivers); space-frequency and space-time domains:
78,https://github.com/empymod/empymod,Allen Mao,Direct wave (= diffusive full-space solution)
79,https://github.com/empymod/empymod,Allen Mao,Reflected wave
80,https://github.com/empymod/empymod,Allen Mao,Airwave (semi-analytical in the case of step responses)
81,https://github.com/empymod/empymod,Allen Mao,Add-ons (empymod.scripts):
82,https://github.com/empymod/empymod,Allen Mao,"The add-ons for empymod provide some very specific, additional functionalities:"
83,https://github.com/empymod/empymod,Allen Mao,"tmtemod: Return up- and down-going TM/TE-mode contributions for x-directed electric sources and receivers, which are located in the same layer."
84,https://github.com/empymod/empymod,Allen Mao,fdesign: Design digital linear filters for the Hankel and Fourier transforms.
85,https://github.com/empymod/empymod,Allen Mao,"printinfo: Can be used to show date, time, and package version information at the end of a notebook or a script."
86,https://github.com/equinor/pylops,Allen Mao,"Linear operators and inverse problems are at the core of many of the most used algorithms in signal processing, image processing, and remote sensing. When dealing with small-scale problems, the Python numerical scientific libraries numpy and scipy allow to perform many of the underlying matrix operations (e.g., computation of matrix-vector products and manipulation of matrices) in a simple and compact way."
87,https://github.com/equinor/pylops,Allen Mao,"Many useful operators, however, do not lend themselves to an explicit matrix representation when used to solve large-scale problems. PyLops operators, on the other hand, still represent a matrix and can be treated in a similar way, but do not rely on the explicit creation of a dense (or sparse) matrix itself. Conversely, the forward and adjoint operators are represented by small pieces of codes that mimic the effect of the matrix on a vector or another matrix."
88,https://github.com/equinor/pylops,Allen Mao,"Luckily, many iterative methods (e.g. cg, lsqr) do not need to know the individual entries of a matrix to solve a linear system. Such solvers only require the computation of forward and adjoint matrix-vector products as done for any of the PyLops operators."
89,https://github.com/equinor/segyio,Allen Mao,"Segyio is a small LGPL licensed C library for easy interaction with SEG-Y and Seismic Unix formatted seismic data, with language bindings for Python and Matlab. Segyio is an attempt to create an easy-to-use, embeddable, community-oriented library for seismic applications. Features are added as they are needed; suggestions and contributions of all kinds are very welcome."
90,https://github.com/equinor/segyio,Allen Mao,Project goals
91,https://github.com/equinor/segyio,Allen Mao,"Segyio does not necessarily attempt to be the end-all of SEG-Y interactions; rather, we aim to lower the barrier to interacting with SEG-Y files for embedding, new applications or free-standing programs."
92,https://github.com/equinor/segyio,Allen Mao,"Additionally, the aim is not to support the full standard or all exotic (but standard compliant) formatted files out there. Some assumptions are made, such as:"
93,https://github.com/equinor/segyio,Allen Mao,All traces in a file are assumed to be of the same size
94,https://github.com/equinor/segyio,Allen Mao,"Currently, segyio supports:"
95,https://github.com/equinor/segyio,Allen Mao,"Post-stack 3D volumes, sorted with respect to two header words (generally INLINE and CROSSLINE)"
96,https://github.com/equinor/segyio,Allen Mao,"Pre-stack 4D volumes, sorted with respect to three header words (generally INLINE, CROSSLINE, and OFFSET)"
97,https://github.com/equinor/segyio,Allen Mao,"Unstructured data, i.e. a collection of traces"
98,https://github.com/equinor/segyio,Allen Mao,"Most numerical formats (including IEEE 4- and 8-byte float, IBM float, 2- and 4-byte integers)"
99,https://github.com/equinor/segyio,Allen Mao,"The writing functionality in segyio is largely meant to modify or adapt files. A file created from scratch is not necessarily a to-spec SEG-Y file, as we only necessarily write the header fields segyio needs to make sense of the geometry. It is still highly recommended that SEG-Y files are maintained and written according to specification, but segyio does not enforce this."
100,https://github.com/equinor/segyio,Allen Mao,SEG-Y Revisions
101,https://github.com/equinor/segyio,Allen Mao,"Segyio can handle a lot of files that are SEG-Y-like, i.e. segyio handles files that don't strictly conform to the SEG-Y standard. Segyio also does not discriminate between the revisions, but instead tries to use information available in the file. For an actual standard's reference, please see the publications by SEG:"
102,https://github.com/facebook/react,Allen Mao,React is a JavaScript library for building user interfaces.
103,https://github.com/facebook/react,Allen Mao,"Declarative: React makes it painless to create interactive UIs. Design simple views for each state in your application, and React will efficiently update and render just the right components when your data changes. Declarative views make your code more predictable, simpler to understand, and easier to debug."
104,https://github.com/facebook/react,Allen Mao,"Component-Based: Build encapsulated components that manage their own state, then compose them to make complex UIs. Since component logic is written in JavaScript instead of templates, you can easily pass rich data through your app and keep state out of the DOM."
105,https://github.com/facebook/react,Allen Mao,"Learn Once, Write Anywhere: We don't make assumptions about the rest of your technology stack, so you can develop new features in React without rewriting existing code. React can also render on the server using Node and power mobile apps using React Native."
106,https://github.com/facebookresearch/Detectron/,Allen Mao,"Detectron is Facebook AI Research's software system that implements state-of-the-art object detection algorithms, including Mask R-CNN. It is written in Python and powered by the Caffe2 deep learning framework."
107,https://github.com/facebookresearch/Detectron/,Allen Mao,"At FAIR, Detectron has enabled numerous research projects, including: Feature Pyramid Networks for Object Detection, Mask R-CNN, Detecting and Recognizing Human-Object Interactions, Focal Loss for Dense Object Detection, Non-local Neural Networks, Learning to Segment Every Thing, Data Distillation: Towards Omni-Supervised Learning, DensePose: Dense Human Pose Estimation In The Wild, and Group Normalization."
108,https://github.com/facebookresearch/Detectron/,Allen Mao,"The goal of Detectron is to provide a high-quality, high-performance codebase for object detection research. It is designed to be flexible in order to support rapid implementation and evaluation of novel research. Detectron includes implementations of the following object detection algorithms:"
109,https://github.com/facebookresearch/Detectron/,Allen Mao,Mask R-CNN
110,https://github.com/facebookresearch/Detectron/,Allen Mao,RetinaNet
111,https://github.com/facebookresearch/Detectron/,Allen Mao,Faster R-CNN
112,https://github.com/facebookresearch/Detectron/,Allen Mao,RPN
113,https://github.com/facebookresearch/Detectron/,Allen Mao,Fast R-CNN
114,https://github.com/facebookresearch/Detectron/,Allen Mao,R-FCN
115,https://github.com/facebookresearch/Detectron/,Allen Mao,using the following backbone network architectures:
116,https://github.com/facebookresearch/Detectron/,Allen Mao,"ResNeXt{50,101,152}"
117,https://github.com/facebookresearch/Detectron/,Allen Mao,"ResNet{50,101,152}"
118,https://github.com/facebookresearch/Detectron/,Allen Mao,Feature Pyramid Networks (with ResNet/ResNeXt)
119,https://github.com/facebookresearch/Detectron/,Allen Mao,VGG16
120,https://github.com/facebookresearch/Detectron/,Allen Mao,"Additional backbone architectures may be easily implemented. For more details about these models, please see References below."
121,https://github.com/foolwood/DaSiamRPN,Allen Mao,This repository includes PyTorch code for reproducing the results on VOT2018.
122,https://github.com/foolwood/DaSiamRPN,Allen Mao,"SiamRPN formulates the task of visual tracking as a task of localization and identification simultaneously, initially described in an CVPR2018 spotlight paper. (Slides at CVPR 2018 Spotlight)"
123,https://github.com/foolwood/DaSiamRPN,Allen Mao,"DaSiamRPN improves the performances of SiamRPN by (1) introducing an effective sampling strategy to control the imbalanced sample distribution, (2) designing a novel distractor-aware module to perform incremental learning, (3) making a long-term tracking extension. ECCV2018. (Slides at VOT-18 Real-time challenge winners talk)"
124,https://github.com/geo-data/gdal-docker,Allen Mao,This is an Ubuntu derived image containing the Geospatial Data Abstraction Library (GDAL) compiled with a broad range of drivers. The build process is based on that defined in the GDAL TravisCI tests.
125,https://github.com/geo-data/gdal-docker,Allen Mao,Each branch in the git repository corresponds to a supported GDAL version (e.g. 1.11.2) with the master branch following GDAL master. These branch names are reflected in the image tags on the Docker Index (e.g. branch 1.11.2 corresponds to the image geodata/gdal:1.11.2).
126,https://github.com/geopandas/geopandas/,Allen Mao,Python tools for geographic data
127,https://github.com/geopandas/geopandas/,Allen Mao,GeoPandas is a project to add support for geographic data to pandas objects. It currently implements GeoSeries and GeoDataFrame types which are subclasses of pandas.Series and pandas.DataFrame respectively. GeoPandas objects can act on shapely geometry objects and perform geometric operations.
128,https://github.com/geopandas/geopandas/,Allen Mao,"GeoPandas geometry operations are cartesian. The coordinate reference system (crs) can be stored as an attribute on an object, and is automatically set when loading from a file. Objects may be transformed to new coordinate systems with the to_crs() method. There is currently no enforcement of like coordinates for operations, but that may change in the future."
129,https://github.com/google/sg2im/,Allen Mao,This is the code for the paper
130,https://github.com/google/sg2im/,Allen Mao,Please note that this is not an officially supported Google product.
131,https://github.com/google/sg2im/,Allen Mao,A scene graph is a structured representation of a visual scene where nodes represent objects in the scene and edges represent relationships between objects. In this paper we present and end-to-end neural network model that inputs a scene graph and outputs an image.
132,https://github.com/google/sg2im/,Allen Mao,Below we show some example scene graphs along with images generated from those scene graphs using our model. By modifying the input scene graph we can exercise fine-grained control over the objects in the generated image.
133,https://github.com/google/sg2im/,Allen Mao,Model
134,https://github.com/google/sg2im/,Allen Mao,"The input scene graph is processed with a graph convolution network which passes information along edges to compute embedding vectors for all objects. These vectors are used to predict bounding boxes and segmentation masks for all objects, which are combined to form a coarse scene layout. The layout is passed to a cascaded refinement network (Chen an Koltun, ICCV 2017) which generates an output image at increasing spatial scales. The model is trained adversarially against a pair of discriminator networks which ensure that output images look realistic."
135,https://github.com/gprMax/gprMax,Allen Mao,gprMax is open source software that simulates electromagnetic wave propagation. It solves Maxwell's equations in 3D using the Finite-Difference Time-Domain (FDTD) method. gprMax was designed for modelling Ground Penetrating Radar (GPR) but can also be used to model electromagnetic wave propagation for many other applications.
136,https://github.com/gprMax/gprMax,Allen Mao,"gprMax is principally written in Python 3 with performance-critical parts written in Cython. It includes a CPU-based solver parallelised using OpenMP, and a GPU-based solver written using the NVIDIA CUDA programming model."
137,https://github.com/haoliangyu/node-qa-masker,Allen Mao,"This is a NodeJS port of pymasker. It provides a convenient way to produce masks from the Quality Assessment band of Landsat 8 OLI images, as well as MODIS land products."
138,https://github.com/hezhangsprinter/DCPDN,Allen Mao,"We propose a new end-to-end single image dehazing method, called Densely Connected Pyramid Dehazing Network (DCPDN), which can jointly learn the transmission map, atmospheric light and dehazing all together. The end-to-end learning is achieved by directly embedding the atmospheric scattering model into the network, thereby ensuring that the proposed method strictly follows the physics-driven scattering model for dehazing. Inspired by the dense network that can maximize the information flow along features from different levels, we propose a new edge-preserving densely connected encoder-decoder structure with multi-level pyramid pooling module for estimating the transmission map. This network is optimized using a newly introduced edge-preserving loss function. To further incorporate the mutual structural information between the estimated transmission map and the dehazed result, we propose a joint-discriminator based on generative adversarial network framework to decide whether the corresponding dehazed image and the estimated transmission map are real or fake. An ablation study is conducted to demonstrate the effectiveness of each module evaluated at both estimated transmission map and dehazed result. Extensive experiments demonstrate that the proposed method achieves significant improvements over the state-of-the-art methods."
139,https://github.com/hezhangsprinter/DID-MDN,Allen Mao,"We present a novel density-aware multi-stream densely connected convolutional neural network-based algorithm, called DID-MDN, for joint rain density estimation and de-raining. The proposed method enables the network itself to automatically determine the rain-density information and then efficiently remove the corresponding rain-streaks guided by the estimated rain-density label. To better characterize rain-streaks with dif- ferent scales and shapes, a multi-stream densely connected de-raining network is proposed which efficiently leverages features from different scales. Furthermore, a new dataset containing images with rain-density labels is created and used to train the proposed density-aware network."
140,https://github.com/hezhangsprinter/DID-MDN,Allen Mao,"To reproduce the quantitative results shown in the paper, please save both generated and target using python demo.py into the .png format and then test using offline tool such as the PNSR and SSIM measurement in Python or Matlab. In addition, please use netG.train() for testing since the batch for training is 1."
141,https://github.com/hiroharu-kato/neural_renderer,Allen Mao,"This is code for the paper Neural 3D Mesh Renderer by Hiroharu Kato, Yoshitaka Ushiku, and Tatsuya Harada."
142,https://github.com/hiroharu-kato/neural_renderer,Allen Mao,"For more details, please visit project page."
143,https://github.com/hiroharu-kato/neural_renderer,Allen Mao,This repository only contains the core component and simple examples. Related repositories are:
144,https://github.com/hiroharu-kato/neural_renderer,Allen Mao,Neural Renderer (this repository)
145,https://github.com/hiroharu-kato/neural_renderer,Allen Mao,Single-image 3D mesh reconstruction
146,https://github.com/hiroharu-kato/neural_renderer,Allen Mao,2D-to-3D style transfer
147,https://github.com/hiroharu-kato/neural_renderer,Allen Mao,3D DeepDream
148,https://github.com/hiroharu-kato/neural_renderer,Allen Mao,For PyTorch users
149,https://github.com/hiroharu-kato/neural_renderer,Allen Mao,"This code is written in Chainer. For PyTorch users, there are two options."
150,https://github.com/hiroharu-kato/neural_renderer,Allen Mao,"Angjoo Kanazawa & Shubham Tulsiani provides PyTorch wrapper of our renderer used in their work ""Learning Category-Specific Mesh Reconstruction from Image Collections"" (ECCV 2018)."
151,https://github.com/hiroharu-kato/neural_renderer,Allen Mao,"Nikos Kolotouros provides PyTorch re-implementation of our renderer, which does not require installation of Chainer / CuPy."
152,https://github.com/iannesbitt/readgssi,Allen Mao,"readgssi is a tool intended for use as an open-source reader and preprocessing module for subsurface data collected with Geophysical Survey Systems Incorporated (GSSI) ground-penetrating georadar (GPR) devices. It has the capability to read DZT and DZG files with the same pre-extension name and plot the data contained in those files. readgssi is also currently able to translate most DZT files to CSV and will be able to translate to other output formats including HDF5 (see future). Matlab code donated by Gabe Lewis, Dartmouth College Department of Earth Sciences. Python adaptation written with permission by Ian Nesbitt, University of Maine School of Earth and Climate Sciences."
