,URL,contributor,excerpt
83,https://github.com/Toblerity/Fiona/,Allen Mao,import fiona
84,https://github.com/Toblerity/Fiona/,Allen Mao,"# Open a file for reading. We'll call this the ""source."""
85,https://github.com/Toblerity/Fiona/,Allen Mao,with fiona.open('tests/data/coutwildrnp.shp') as src:
86,https://github.com/Toblerity/Fiona/,Allen Mao,"# The file we'll write to, the ""destination"", must be initialized"
87,https://github.com/Toblerity/Fiona/,Allen Mao,"# with a coordinate system, a format driver name, and"
88,https://github.com/Toblerity/Fiona/,Allen Mao,# a record schema.  We can get initial values from the open
89,https://github.com/Toblerity/Fiona/,Allen Mao,# collection's ``meta`` property and then modify them as
90,https://github.com/Toblerity/Fiona/,Allen Mao,# desired.
91,https://github.com/Toblerity/Fiona/,Allen Mao,meta = src.meta
92,https://github.com/Toblerity/Fiona/,Allen Mao,meta['schema']['geometry'] = 'Point'
93,https://github.com/Toblerity/Fiona/,Allen Mao,"# Open an output file, using the same format driver and"
94,https://github.com/Toblerity/Fiona/,Allen Mao,# coordinate reference system as the source. The ``meta``
95,https://github.com/Toblerity/Fiona/,Allen Mao,# mapping fills in the keyword parameters of fiona.open().
96,https://github.com/Toblerity/Fiona/,Allen Mao,"with fiona.open('test_write.shp', 'w', **meta) as dst:"
97,https://github.com/Toblerity/Fiona/,Allen Mao,# Process only the records intersecting a box.
98,https://github.com/Toblerity/Fiona/,Allen Mao,"for f in src.filter(bbox=(-107.0, 37.0, -105.0, 39.0)):"
99,https://github.com/Toblerity/Fiona/,Allen Mao,# Get a point on the boundary of the record's
100,https://github.com/Toblerity/Fiona/,Allen Mao,# geometry.
101,https://github.com/Toblerity/Fiona/,Allen Mao,f['geometry'] = {
102,https://github.com/Toblerity/Fiona/,Allen Mao,"'type': 'Point',"
103,https://github.com/Toblerity/Fiona/,Allen Mao,'coordinates': f['geometry']['coordinates'][0][0]}
104,https://github.com/Toblerity/Fiona/,Allen Mao,# Write the record out.
105,https://github.com/Toblerity/Fiona/,Allen Mao,dst.write(f)
106,https://github.com/Toblerity/Fiona/,Allen Mao,# The destination's contents are flushed to disk and the file is
107,https://github.com/Toblerity/Fiona/,Allen Mao,# closed when its ``with`` block ends. This effectively
108,https://github.com/Toblerity/Fiona/,Allen Mao,# executes ``dst.flush(); dst.close()``.
109,https://github.com/Toblerity/Fiona/,Allen Mao,Reading Multilayer data
110,https://github.com/Toblerity/Fiona/,Allen Mao,Collections can also be made from single layers within multilayer files or directories of data. The target layer is specified by name or by its integer index within the file or directory. The fiona.listlayers() function provides an index ordered list of layer names.
111,https://github.com/Toblerity/Fiona/,Allen Mao,for layername in fiona.listlayers('tests/data'):
112,https://github.com/Toblerity/Fiona/,Allen Mao,"with fiona.open('tests/data', layer=layername) as src:"
113,https://github.com/Toblerity/Fiona/,Allen Mao,"print(layername, len(src))"
114,https://github.com/Toblerity/Fiona/,Allen Mao,# Output:
115,https://github.com/Toblerity/Fiona/,Allen Mao,"# (u'coutwildrnp', 67)"
116,https://github.com/Toblerity/Fiona/,Allen Mao,"Layer can also be specified by index. In this case, layer=0 and layer='test_uk' specify the same layer in the data file or directory."
117,https://github.com/Toblerity/Fiona/,Allen Mao,"for i, layername in enumerate(fiona.listlayers('tests/data')):"
118,https://github.com/Toblerity/Fiona/,Allen Mao,"with fiona.open('tests/data', layer=i) as src:"
119,https://github.com/Toblerity/Fiona/,Allen Mao,"print(i, layername, len(src))"
120,https://github.com/Toblerity/Fiona/,Allen Mao,"# (0, u'coutwildrnp', 67)"
121,https://github.com/Toblerity/Fiona/,Allen Mao,Writing Multilayer data
122,https://github.com/Toblerity/Fiona/,Allen Mao,Multilayer data can be written as well. Layers must be specified by name when writing.
123,https://github.com/Toblerity/Fiona/,Allen Mao,with open('tests/data/cowildrnp.shp') as src:
124,https://github.com/Toblerity/Fiona/,Allen Mao,f = next(src)
125,https://github.com/Toblerity/Fiona/,Allen Mao,"with fiona.open('/tmp/foo', 'w', layer='bar', **meta) as dst:"
126,https://github.com/Toblerity/Fiona/,Allen Mao,print(fiona.listlayers('/tmp/foo'))
127,https://github.com/Toblerity/Fiona/,Allen Mao,"with fiona.open('/tmp/foo', layer='bar') as src:"
128,https://github.com/Toblerity/Fiona/,Allen Mao,print(len(src))
129,https://github.com/Toblerity/Fiona/,Allen Mao,print(f['geometry']['type'])
130,https://github.com/Toblerity/Fiona/,Allen Mao,print(f['properties'])
131,https://github.com/Toblerity/Fiona/,Allen Mao,# [u'bar']
132,https://github.com/Toblerity/Fiona/,Allen Mao,# 1
133,https://github.com/Toblerity/Fiona/,Allen Mao,# Polygon
134,https://github.com/Toblerity/Fiona/,Allen Mao,"# OrderedDict([(u'PERIMETER', 1.22107), (u'FEATURE2', None), (u'NAME', u'Mount Naomi Wilderness'), (u'FEATURE1', u'Wilderness'), (u'URL', u'http://www.wilderness.net/index.cfm?fuse=NWPS&sec=wildView&wname=Mount%20Naomi'), (u'AGBUR', u'FS'), (u'AREA', 0.0179264), (u'STATE_FIPS', u'49'), (u'WILDRNP020', 332), (u'STATE', u'UT')])"
135,https://github.com/Toblerity/Fiona/,Allen Mao,A view of the /tmp/foo directory will confirm the creation of the new files.
136,https://github.com/Toblerity/Fiona/,Allen Mao,$ ls /tmp/foo
137,https://github.com/Toblerity/Fiona/,Allen Mao,bar.cpg bar.dbf bar.prj bar.shp bar.shx
138,https://github.com/Toblerity/Fiona/,Allen Mao,Collections from archives and virtual file systems
139,https://github.com/Toblerity/Fiona/,Allen Mao,"Zip and Tar archives can be treated as virtual filesystems and Collections can be made from paths and layers within them. In other words, Fiona lets you read and write zipped Shapefiles."
140,https://github.com/Toblerity/Fiona/,Allen Mao,"for i, layername in enumerate("
141,https://github.com/Toblerity/Fiona/,Allen Mao,fiona.listlayers('zip://tests/data/coutwildrnp.zip'):
142,https://github.com/Toblerity/Fiona/,Allen Mao,"with fiona.open('zip://tests/data/coutwildrnp.zip', layer=i) as src:"
143,https://github.com/Toblerity/Fiona/,Allen Mao,"Fiona can also read from more exotic file systems. For instance, a zipped shape file in S3 can be accessed like so:"
144,https://github.com/Toblerity/Fiona/,Allen Mao,with fiona.open('zip+s3://mapbox/rasterio/coutwildrnp.zip') as src:
145,https://github.com/Toblerity/Fiona/,Allen Mao,# 67
146,https://github.com/Toblerity/Fiona/,Allen Mao,Fiona CLI
147,https://github.com/Toblerity/Fiona/,Allen Mao,"Fiona's command line interface, named ""fio"", is documented at docs/cli.rst. Its fio info pretty prints information about a data file."
148,https://github.com/Toblerity/Fiona/,Allen Mao,$ fio info --indent 2 tests/data/coutwildrnp.shp
149,https://github.com/Toblerity/Fiona/,Allen Mao,"{count"": 67,
  ""crs"": ""EPSG:4326"",
  ""driver"": ""ESRI Shapefile"",
  ""bounds"": [
    -113.56424713134766,
    37.0689811706543,
    -104.97087097167969,
    41.99627685546875
  ],
  ""schema"": {
    ""geometry"": ""Polygon"",
    ""properties"": {
      ""PERIMETER"": ""float:24.15"",
      ""FEATURE2"": ""str:80"",
      ""NAME"": ""str:80"",
      ""FEATURE1"": ""str:80"",
      ""URL"": ""str:101"",
      ""AGBUR"": ""str:80"",
      ""AREA"": ""float:24.15"",
      ""STATE_FIPS"": ""str:80"",
      ""WILDRNP020"": ""int:10"",
      ""STATE"": ""str:80}}}"
150,https://github.com/Toblerity/Shapely,Allen Mao,Here is the canonical example of building an approximately circular patch by buffering a point.
151,https://github.com/Toblerity/Shapely,Allen Mao,>>> from shapely.geometry import Point
152,https://github.com/Toblerity/Shapely,Allen Mao,">>> patch = Point(0.0, 0.0).buffer(10.0)"
153,https://github.com/Toblerity/Shapely,Allen Mao,>>> patch
154,https://github.com/Toblerity/Shapely,Allen Mao,<shapely.geometry.polygon.Polygon object at 0x...>
155,https://github.com/Toblerity/Shapely,Allen Mao,>>> patch.area
156,https://github.com/Toblerity/Shapely,Allen Mao,See the manual for comprehensive usage snippets and the dissolve.py and intersect.py examples.
157,https://github.com/Toblerity/Shapely,Allen Mao,Integration
158,https://github.com/Toblerity/Shapely,Allen Mao,"Shapely does not read or write data files, but it can serialize and deserialize using several well known formats and protocols. The shapely.wkb and shapely.wkt modules provide dumpers and loaders inspired by Python's pickle module."
159,https://github.com/Toblerity/Shapely,Allen Mao,">>> from shapely.wkt import dumps, loads"
160,https://github.com/Toblerity/Shapely,Allen Mao,>>> dumps(loads('POINT (0 0)'))
161,https://github.com/Toblerity/Shapely,Allen Mao,'POINT (0.0000000000000000 0.0000000000000000)'
162,https://github.com/Toblerity/Shapely,Allen Mao,Shapely can also integrate with other Python GIS packages using GeoJSON-like dicts.
163,https://github.com/Toblerity/Shapely,Allen Mao,>>> import json
164,https://github.com/Toblerity/Shapely,Allen Mao,">>> from shapely.geometry import mapping, shape"
165,https://github.com/Toblerity/Shapely,Allen Mao,">>> s = shape(json.loads('{""type"": ""Point"", ""coordinates"": [0.0, 0.0]}'))"
166,https://github.com/Toblerity/Shapely,Allen Mao,>>> s
167,https://github.com/Toblerity/Shapely,Allen Mao,<shapely.geometry.point.Point object at 0x...>
168,https://github.com/Toblerity/Shapely,Allen Mao,>>> print(json.dumps(mapping(s)))
169,https://github.com/Toblerity/Shapely,Allen Mao,"{""type"": ""Point"", ""coordinates"": [0.0, 0.0]}"
170,https://github.com/XiaLiPKU/RESCAN,Allen Mao,"Train, Test and Show"
171,https://github.com/XiaLiPKU/RESCAN,Allen Mao,python train.py
172,https://github.com/XiaLiPKU/RESCAN,Allen Mao,python eval.py
173,https://github.com/XiaLiPKU/RESCAN,Allen Mao,python show.py
174,https://github.com/ZhouYanzhao/PRM,Allen Mao,Run demo
175,https://github.com/ZhouYanzhao/PRM,Allen Mao,Install Nest's build-in Pytorch modules:
176,https://github.com/ZhouYanzhao/PRM,Allen Mao,"To increase reusability, I abstracted some features from the original code, such as network trainer, to build Nest's built-in pytorch module set."
177,https://github.com/ZhouYanzhao/PRM,Allen Mao,$ nest module install github@ZhouYanzhao/Nest:pytorch pytorch
178,https://github.com/ZhouYanzhao/PRM,Allen Mao,Download the PASCAL-VOC2012 dataset:
179,https://github.com/ZhouYanzhao/PRM,Allen Mao,mkdir ./PRM/demo/datasets
180,https://github.com/ZhouYanzhao/PRM,Allen Mao,cd ./PRM/demo/datasets
181,https://github.com/ZhouYanzhao/PRM,Allen Mao,# download and extract data
182,https://github.com/ZhouYanzhao/PRM,Allen Mao,wget http://host.robots.ox.ac.uk/pascal/VOC/voc2012/VOCtrainval_11-May-2012.tar
183,https://github.com/ZhouYanzhao/PRM,Allen Mao,tar xvf VOCtrainval_11-May-2012.tar
184,https://github.com/ZhouYanzhao/PRM,Allen Mao,Run the demo experiment via demo/main.ipynb
185,https://github.com/agile-geoscience/striplog/,Allen Mao,Development: setting up for testing
186,https://github.com/agile-geoscience/striplog/,Allen Mao,"There are other requirements for testing, as listed in setup.py. They should install with:"
187,https://github.com/agile-geoscience/striplog/,Allen Mao,python setup.py test
188,https://github.com/agile-geoscience/striplog/,Allen Mao,But I had better luck doing conda install pytest first.
189,https://github.com/agile-geoscience/striplog/,Allen Mao,The tests can be run with:
190,https://github.com/agile-geoscience/striplog/,Allen Mao,python run_tests.py
191,https://github.com/akaszynski/pyansys,Allen Mao,Quick Examples
192,https://github.com/akaszynski/pyansys,Allen Mao,"Many of the following examples are built in and can be run from the build-in examples module. For a quick demo, run:"
193,https://github.com/akaszynski/pyansys,Allen Mao,from pyansys import examples
194,https://github.com/akaszynski/pyansys,Allen Mao,examples.run_all()
195,https://github.com/akaszynski/pyansys,Allen Mao,Controlling ANSYS
196,https://github.com/akaszynski/pyansys,Allen Mao,Create an instance of ANSYS and interactively send commands to it. This is a direct interface and does not rely on writing a temporary script file. You can also generate plots using matplotlib.
197,https://github.com/akaszynski/pyansys,Allen Mao,import os
198,https://github.com/akaszynski/pyansys,Allen Mao,import pyansys
199,https://github.com/akaszynski/pyansys,Allen Mao,path = os.getcwd()
200,https://github.com/akaszynski/pyansys,Allen Mao,"ansys = pyansys.ANSYS(run_location=path, interactive_plotting=True)"
201,https://github.com/akaszynski/pyansys,Allen Mao,# create a square area using keypoints
202,https://github.com/akaszynski/pyansys,Allen Mao,ansys.Prep7()
203,https://github.com/akaszynski/pyansys,Allen Mao,"ansys.K(1, 0, 0, 0)"
204,https://github.com/akaszynski/pyansys,Allen Mao,"ansys.K(2, 1, 0, 0)"
205,https://github.com/akaszynski/pyansys,Allen Mao,"ansys.K(3, 1, 1, 0)"
206,https://github.com/akaszynski/pyansys,Allen Mao,"ansys.K(4, 0, 1, 0)"
207,https://github.com/akaszynski/pyansys,Allen Mao,"ansys.L(1, 2)"
208,https://github.com/akaszynski/pyansys,Allen Mao,"ansys.L(2, 3)"
209,https://github.com/akaszynski/pyansys,Allen Mao,"ansys.L(3, 4)"
210,https://github.com/akaszynski/pyansys,Allen Mao,"ansys.L(4, 1)"
211,https://github.com/akaszynski/pyansys,Allen Mao,"ansys.Al(1, 2, 3, 4)"
212,https://github.com/akaszynski/pyansys,Allen Mao,ansys.Aplot()
213,https://github.com/akaszynski/pyansys,Allen Mao,ansys.Save()
214,https://github.com/akaszynski/pyansys,Allen Mao,ansys.Exit()
215,https://github.com/akaszynski/pyansys,Allen Mao,Loading and Plotting an ANSYS Archive File
216,https://github.com/akaszynski/pyansys,Allen Mao,"ANSYS archive files containing solid elements (both legacy and current), can be loaded using Archive and then converted to a vtk object."
217,https://github.com/akaszynski/pyansys,Allen Mao,# Sample *.cdb
218,https://github.com/akaszynski/pyansys,Allen Mao,filename = examples.hexarchivefile
219,https://github.com/akaszynski/pyansys,Allen Mao,# Read ansys archive file
220,https://github.com/akaszynski/pyansys,Allen Mao,archive = pyansys.Archive(filename)
221,https://github.com/akaszynski/pyansys,Allen Mao,# Print raw data from cdb
222,https://github.com/akaszynski/pyansys,Allen Mao,for key in archive.raw:
223,https://github.com/akaszynski/pyansys,Allen Mao,"print(""%s : %s"" % (key, archive.raw[key]))"
224,https://github.com/akaszynski/pyansys,Allen Mao,# Create a vtk unstructured grid from the raw data and plot it
225,https://github.com/akaszynski/pyansys,Allen Mao,grid = archive.parse_vtk()
226,https://github.com/akaszynski/pyansys,Allen Mao,grid.plot()
227,https://github.com/akaszynski/pyansys,Allen Mao,# write this as a vtk xml file
228,https://github.com/akaszynski/pyansys,Allen Mao,grid.Write('hex.vtu')
229,https://github.com/akaszynski/pyansys,Allen Mao,grid = pv.UnstructuredGrid('hex.vtu')
230,https://github.com/akaszynski/pyansys,Allen Mao,Loading the Result File
231,https://github.com/akaszynski/pyansys,Allen Mao,This example reads in binary results from a modal analysis of a beam from ANSYS.
232,https://github.com/akaszynski/pyansys,Allen Mao,# Load the reader from pyansys
233,https://github.com/akaszynski/pyansys,Allen Mao,# Sample result file
234,https://github.com/akaszynski/pyansys,Allen Mao,rstfile = examples.rstfile
235,https://github.com/akaszynski/pyansys,Allen Mao,# Create result object by loading the result file
236,https://github.com/akaszynski/pyansys,Allen Mao,result = pyansys.read_binary(rstfile)
237,https://github.com/akaszynski/pyansys,Allen Mao,# Beam natural frequencies
238,https://github.com/akaszynski/pyansys,Allen Mao,freqs = result.time_values
239,https://github.com/akaszynski/pyansys,Allen Mao,>>> print(freq)
240,https://github.com/akaszynski/pyansys,Allen Mao,[ 7366.49503969  7366.49503969 11504.89523664 17285.70459456
241,https://github.com/akaszynski/pyansys,Allen Mao,17285.70459457 20137.19299035]
242,https://github.com/akaszynski/pyansys,Allen Mao,# Get the 1st bending mode shape.  Results are ordered based on the sorted
243,https://github.com/akaszynski/pyansys,Allen Mao,# node numbering.  Note that results are zero indexed
244,https://github.com/akaszynski/pyansys,Allen Mao,"nnum, disp = result.nodal_solution(0)"
245,https://github.com/akaszynski/pyansys,Allen Mao,>>> print(disp)
246,https://github.com/akaszynski/pyansys,Allen Mao,[[ 2.89623914e+01 -2.82480489e+01 -3.09226692e-01]
247,https://github.com/akaszynski/pyansys,Allen Mao,[ 2.89489249e+01 -2.82342416e+01  2.47536161e+01]
248,https://github.com/akaszynski/pyansys,Allen Mao,[ 2.89177130e+01 -2.82745126e+01  6.05151053e+00]
249,https://github.com/akaszynski/pyansys,Allen Mao,[ 2.88715048e+01 -2.82764960e+01  1.22913304e+01]
250,https://github.com/akaszynski/pyansys,Allen Mao,[ 2.89221536e+01 -2.82479511e+01  1.84965333e+01]
251,https://github.com/akaszynski/pyansys,Allen Mao,[ 2.89623914e+01 -2.82480489e+01  3.09226692e-01]
252,https://github.com/akaszynski/pyansys,Allen Mao,"result.plot_nodal_solution(0, 'x', label='Displacement')"
253,https://github.com/akaszynski/pyansys,Allen Mao,Reading a Full File
254,https://github.com/akaszynski/pyansys,Allen Mao,This example reads in the mass and stiffness matrices associated with the above example.
255,https://github.com/akaszynski/pyansys,Allen Mao,from scipy import sparse
256,https://github.com/akaszynski/pyansys,Allen Mao,# load the full file
257,https://github.com/akaszynski/pyansys,Allen Mao,fobj = pyansys.FullReader('file.full')
258,https://github.com/akaszynski/pyansys,Allen Mao,"dofref, k, m = fobj.load_km()  # returns upper triangle only"
259,https://github.com/akaszynski/pyansys,Allen Mao,"# make k, m full, symmetric matricies"
260,https://github.com/akaszynski/pyansys,Allen Mao,"k += sparse.triu(k, 1).T"
261,https://github.com/akaszynski/pyansys,Allen Mao,"m += sparse.triu(m, 1).T"
262,https://github.com/akaszynski/pyansys,Allen Mao,"If you have scipy installed, you can solve the eigensystem for its natural frequencies and mode shapes."
263,https://github.com/akaszynski/pyansys,Allen Mao,from scipy.sparse import linalg
264,https://github.com/akaszynski/pyansys,Allen Mao,# condition the k matrix
265,https://github.com/akaszynski/pyansys,Allen Mao,"# to avoid getting the ""Factor is exactly singular"" error"
266,https://github.com/akaszynski/pyansys,Allen Mao,"k += sparse.diags(np.random.random(k.shape[0])/1E20, shape=k.shape)"
267,https://github.com/akaszynski/pyansys,Allen Mao,# Solve
268,https://github.com/akaszynski/pyansys,Allen Mao,"w, v = linalg.eigsh(k, k=20, M=m, sigma=10000)"
269,https://github.com/akaszynski/pyansys,Allen Mao,# System natural frequencies
270,https://github.com/akaszynski/pyansys,Allen Mao,f = (np.real(w))**0.5/(2*np.pi)
271,https://github.com/akaszynski/pyansys,Allen Mao,print('First four natural frequencies')
272,https://github.com/akaszynski/pyansys,Allen Mao,for i in range(4):
273,https://github.com/akaszynski/pyansys,Allen Mao,print '{:.3f} Hz'.format(f[i])
274,https://github.com/albertpumarola/GANimation,Allen Mao,Data Preparation
275,https://github.com/albertpumarola/GANimation,Allen Mao,The code requires a directory containing the following files:
276,https://github.com/albertpumarola/GANimation,Allen Mao,imgs/: folder with all image
277,https://github.com/albertpumarola/GANimation,Allen Mao,aus_openface.pkl: dictionary containing the images action units.
278,https://github.com/albertpumarola/GANimation,Allen Mao,train_ids.csv: file containing the images names to be used to train.
279,https://github.com/albertpumarola/GANimation,Allen Mao,test_ids.csv: file containing the images names to be used to test.
280,https://github.com/albertpumarola/GANimation,Allen Mao,An example of this directory is shown in sample_dataset/.
